"","obs_number","time","ID","date_time","mood","circumplex.arousal","circumplex.valence","activity","screen","call","sms","appCat.builtin","appCat.communication","appCat.entertainment","appCat.finance","appCat.game","appCat.office","appCat.other","appCat.social","appCat.travel","appCat.unknown","appCat.utilities","appCat.weather","date","hour","weekday","week_of_year","days_since_start","is_inactive","potential_sleep_hour","after_midnight_activity"
"8764",17294,"10:00:00","1",2014-04-06 10:00:00,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,10,"Sunday",14,16,TRUE,TRUE,TRUE
"8765",17295,"11:00:00","1",2014-04-06 11:00:00,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,11,"Sunday",14,16,TRUE,FALSE,TRUE
"8766",600310,"11:45:02","1",2014-04-06 11:45:02.003,NA,NA,NA,NA,NA,NA,NA,7.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,11,"Sunday",14,16,FALSE,FALSE,TRUE
"8767",42122,"11:45:02","1",2014-04-06 11:45:02.015,NA,NA,NA,NA,17.805999994278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,11,"Sunday",14,16,FALSE,FALSE,TRUE
"8768",239409,"11:45:09","1",2014-04-06 11:45:09.023,NA,NA,NA,NA,NA,NA,NA,NA,10.769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,11,"Sunday",14,16,FALSE,FALSE,TRUE
"8769",42123,"11:55:01","1",2014-04-06 11:55:01.611,NA,NA,NA,NA,12.3989999294281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,11,"Sunday",14,16,FALSE,FALSE,TRUE
"8770",600510,"11:55:01","1",2014-04-06 11:55:01.615,NA,NA,NA,NA,NA,NA,NA,10.036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,11,"Sunday",14,16,FALSE,FALSE,TRUE
"8771",239411,"11:55:11","1",2014-04-06 11:55:11.655,NA,NA,NA,NA,NA,NA,NA,NA,2.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,11,"Sunday",14,16,FALSE,FALSE,TRUE
"8772",17296,"12:00:00","1",2014-04-06 12:00:00,NA,NA,NA,0.00854700854700855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,12,"Sunday",14,16,FALSE,FALSE,TRUE
"8773",42124,"12:32:40","1",2014-04-06 12:32:40.828,NA,NA,NA,NA,428.316999912262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,12,"Sunday",14,16,FALSE,FALSE,TRUE
"8774",239412,"12:32:40","1",2014-04-06 12:32:40.858,NA,NA,NA,NA,NA,NA,NA,NA,12.044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,12,"Sunday",14,16,FALSE,FALSE,TRUE
"8775",1639843,"12:32:52","1",2014-04-06 12:32:52.903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.08,NA,NA,NA,NA,2014-04-06,12,"Sunday",14,16,FALSE,FALSE,TRUE
"8776",239414,"12:33:22","1",2014-04-06 12:33:22.984,NA,NA,NA,NA,NA,NA,NA,NA,372.624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,12,"Sunday",14,16,FALSE,FALSE,TRUE
"8777",601017,"12:39:35","1",2014-04-06 12:39:35.614,NA,NA,NA,NA,NA,NA,NA,10.033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,12,"Sunday",14,16,FALSE,FALSE,TRUE
"8778",239416,"12:39:45","1",2014-04-06 12:39:45.648,NA,NA,NA,NA,NA,NA,NA,NA,2.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,12,"Sunday",14,16,FALSE,FALSE,TRUE
"8779",601210,"12:39:47","1",2014-04-06 12:39:47.654,NA,NA,NA,NA,NA,NA,NA,1.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,12,"Sunday",14,16,FALSE,FALSE,TRUE
"8780",601310,"12:55:59","1",2014-04-06 12:55:59.094,NA,NA,NA,NA,NA,NA,NA,18.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,12,"Sunday",14,16,FALSE,FALSE,TRUE
"8781",42125,"12:55:59","1",2014-04-06 12:55:59.099,NA,NA,NA,NA,26.1980001926422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,12,"Sunday",14,16,FALSE,FALSE,TRUE
"8782",239419,"12:56:17","1",2014-04-06 12:56:17.163,NA,NA,NA,NA,NA,NA,NA,NA,5.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,12,"Sunday",14,16,FALSE,FALSE,TRUE
"8783",601510,"12:56:22","1",2014-04-06 12:56:22.242,NA,NA,NA,NA,NA,NA,NA,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,12,"Sunday",14,16,FALSE,FALSE,TRUE
"8784",601610,"12:56:25","1",2014-04-06 12:56:25.497,NA,NA,NA,NA,NA,NA,NA,1033.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,12,"Sunday",14,16,FALSE,FALSE,TRUE
"8785",85,"13:00:00","1",2014-04-06 13:00:00,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8786",5726,"13:00:00","1",2014-04-06 13:00:00,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8787",11369,"13:00:00","1",2014-04-06 13:00:00,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8788",17297,"13:00:00","1",2014-04-06 13:00:00,NA,NA,NA,0.00847457627118644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8789",42126,"13:13:29","1",2014-04-06 13:13:29.112,NA,NA,NA,NA,9.65100002288818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8790",601710,"13:34:14","1",2014-04-06 13:34:14.02,NA,NA,NA,NA,NA,NA,NA,2.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8791",42127,"13:34:14","1",2014-04-06 13:34:14.026,NA,NA,NA,NA,144.806999921799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8792",239423,"13:34:16","1",2014-04-06 13:34:16.115,NA,NA,NA,NA,NA,NA,NA,NA,4.039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8793",601910,"13:34:20","1",2014-04-06 13:34:20.154,NA,NA,NA,NA,NA,NA,NA,6.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8794",1406450,"13:34:26","1",2014-04-06 13:34:26.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.099,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8795",602110,"13:34:36","1",2014-04-06 13:34:36.286,NA,NA,NA,NA,NA,NA,NA,2.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8796",1406452,"13:34:38","1",2014-04-06 13:34:38.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.484,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8797",602310,"13:35:31","1",2014-04-06 13:35:31.808,NA,NA,NA,NA,NA,NA,NA,5.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8798",239429,"13:35:36","1",2014-04-06 13:35:36.835,NA,NA,NA,NA,NA,NA,NA,NA,61.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8799",239430,"13:37:55","1",2014-04-06 13:37:55.161,NA,NA,NA,NA,NA,NA,NA,NA,2.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8800",42128,"13:37:55","1",2014-04-06 13:37:55.165,NA,NA,NA,NA,2.44700002670288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8801",239431,"13:41:31","1",2014-04-06 13:41:31.492,NA,NA,NA,NA,NA,NA,NA,NA,4.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8802",42129,"13:41:31","1",2014-04-06 13:41:31.497,NA,NA,NA,NA,62.3719999790192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8803",602710,"13:41:35","1",2014-04-06 13:41:35.505,NA,NA,NA,NA,NA,NA,NA,11.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8804",472838,"13:41:46","1",2014-04-06 13:41:46.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.352,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8805",602910,"13:42:31","1",2014-04-06 13:42:31.897,NA,NA,NA,NA,NA,NA,NA,1.963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8806",603010,"13:43:24","1",2014-04-06 13:43:24.061,NA,NA,NA,NA,NA,NA,NA,7.037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8807",42130,"13:43:24","1",2014-04-06 13:43:24.065,NA,NA,NA,NA,7.15899991989136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8808",603110,"13:43:31","1",2014-04-06 13:43:31.098,NA,NA,NA,NA,NA,NA,NA,196.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8809",42131,"13:46:41","1",2014-04-06 13:46:41.891,NA,NA,NA,NA,210.776999950409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8810",239437,"13:46:47","1",2014-04-06 13:46:47.938,NA,NA,NA,NA,NA,NA,NA,NA,17.061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8811",603310,"13:47:05","1",2014-04-06 13:47:05.003,NA,NA,NA,NA,NA,NA,NA,3.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8812",1639869,"13:47:08","1",2014-04-06 13:47:08.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.42,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8813",603510,"13:47:47","1",2014-04-06 13:47:47.447,NA,NA,NA,NA,NA,NA,NA,2.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8814",472846,"13:47:49","1",2014-04-06 13:47:49.454,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.862,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8815",603710,"13:50:11","1",2014-04-06 13:50:11.321,NA,NA,NA,NA,NA,NA,NA,1.319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8816",603810,"13:55:44","1",2014-04-06 13:55:44.006,NA,NA,NA,NA,NA,NA,NA,2.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8817",42132,"13:55:44","1",2014-04-06 13:55:44.026,NA,NA,NA,NA,29.3849999904633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8818",603910,"13:55:46","1",2014-04-06 13:55:46.01,NA,NA,NA,NA,NA,NA,NA,24.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8819",604010,"13:56:10","1",2014-04-06 13:56:10.746,NA,NA,NA,NA,NA,NA,NA,2.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,13,"Sunday",14,16,FALSE,FALSE,TRUE
"8820",17298,"14:00:00","1",2014-04-06 14:00:00,NA,NA,NA,0.111111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8821",604110,"14:01:22","1",2014-04-06 14:01:22.043,NA,NA,NA,NA,NA,NA,NA,4.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8822",42133,"14:01:22","1",2014-04-06 14:01:22.049,NA,NA,NA,NA,12.5520000457764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8823",239447,"14:01:26","1",2014-04-06 14:01:26.145,NA,NA,NA,NA,NA,NA,NA,NA,8.401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8824",239448,"14:02:13","1",2014-04-06 14:02:13.365,NA,NA,NA,NA,NA,NA,NA,NA,3.573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8825",42134,"14:02:13","1",2014-04-06 14:02:13.371,NA,NA,NA,NA,3.61500000953674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8826",239449,"14:02:30","1",2014-04-06 14:02:30.111,NA,NA,NA,NA,NA,NA,NA,NA,54.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8827",42135,"14:02:30","1",2014-04-06 14:02:30.13,NA,NA,NA,NA,54.2569999694824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8828",239450,"14:03:31","1",2014-04-06 14:03:31.016,NA,NA,NA,NA,NA,NA,NA,NA,14.589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8829",42136,"14:03:31","1",2014-04-06 14:03:31.023,NA,NA,NA,NA,14.585000038147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8830",239451,"14:03:48","1",2014-04-06 14:03:48.967,NA,NA,NA,NA,NA,NA,NA,NA,28.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8831",42137,"14:03:48","1",2014-04-06 14:03:48.971,NA,NA,NA,NA,28.728000164032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8832",239452,"14:05:37","1",2014-04-06 14:05:37.638,NA,NA,NA,NA,NA,NA,NA,NA,9.836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8833",42138,"14:05:37","1",2014-04-06 14:05:37.641,NA,NA,NA,NA,9.8600001335144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8834",239453,"14:24:11","1",2014-04-06 14:24:11.273,NA,NA,NA,NA,NA,NA,NA,NA,35.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8835",42139,"14:24:11","1",2014-04-06 14:24:11.279,NA,NA,NA,NA,248.181999921799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8836",604910,"14:24:46","1",2014-04-06 14:24:46.845,NA,NA,NA,NA,NA,NA,NA,8.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8837",1639885,"14:24:54","1",2014-04-06 14:24:54.871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.746,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8838",605110,"14:28:12","1",2014-04-06 14:28:12.625,NA,NA,NA,NA,NA,NA,NA,2.099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8839",605210,"14:28:14","1",2014-04-06 14:28:14.729,NA,NA,NA,NA,NA,NA,NA,4.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8840",605310,"14:28:36","1",2014-04-06 14:28:36.464,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8841",42140,"14:28:36","1",2014-04-06 14:28:36.469,NA,NA,NA,NA,226.793999910355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8842",2340104,"14:28:42","1",2014-04-06 14:28:42.566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.033,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8843",605510,"14:28:46","1",2014-04-06 14:28:46.601,NA,NA,NA,NA,NA,NA,NA,2.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8844",605610,"14:28:48","1",2014-04-06 14:28:48.607,NA,NA,NA,NA,NA,NA,NA,191.641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8845",605710,"14:32:00","1",2014-04-06 14:32:00.249,NA,NA,NA,NA,NA,NA,NA,1.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8846",2340108,"14:32:01","1",2014-04-06 14:32:01.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.049,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8847",605910,"14:32:16","1",2014-04-06 14:32:16.312,NA,NA,NA,NA,NA,NA,NA,1.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8848",606010,"14:32:17","1",2014-04-06 14:32:17.315,NA,NA,NA,NA,NA,NA,NA,4.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8849",136572,"14:32:20","1",2014-04-06 14:32:20.674,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8850",606110,"14:32:21","1",2014-04-06 14:32:21.385,NA,NA,NA,NA,NA,NA,NA,1.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8851",606210,"14:32:26","1",2014-04-06 14:32:26.506,NA,NA,NA,NA,NA,NA,NA,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8852",42141,"14:32:26","1",2014-04-06 14:32:26.509,NA,NA,NA,NA,2.46599984169006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8853",606310,"14:33:17","1",2014-04-06 14:33:17.27,NA,NA,NA,NA,NA,NA,NA,7.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8854",42142,"14:33:17","1",2014-04-06 14:33:17.276,NA,NA,NA,NA,133.461999893188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8855",606410,"14:33:24","1",2014-04-06 14:33:24.305,NA,NA,NA,NA,NA,NA,NA,1.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8856",239470,"14:33:25","1",2014-04-06 14:33:25.311,NA,NA,NA,NA,NA,NA,NA,NA,125.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8857",239471,"14:35:46","1",2014-04-06 14:35:46.523,NA,NA,NA,NA,NA,NA,NA,NA,60.082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8858",42143,"14:35:46","1",2014-04-06 14:35:46.535,NA,NA,NA,NA,60.146999835968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8859",239472,"14:37:10","1",2014-04-06 14:37:10.987,NA,NA,NA,NA,NA,NA,NA,NA,15.791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8860",42144,"14:37:10","1",2014-04-06 14:37:10.994,NA,NA,NA,NA,15.7940001487732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8861",239473,"14:37:51","1",2014-04-06 14:37:51.536,NA,NA,NA,NA,NA,NA,NA,NA,9.737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8862",42145,"14:37:51","1",2014-04-06 14:37:51.542,NA,NA,NA,NA,9.7519998550415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8863",239474,"14:40:33","1",2014-04-06 14:40:33.025,NA,NA,NA,NA,NA,NA,NA,NA,61.318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8864",42146,"14:40:33","1",2014-04-06 14:40:33.04,NA,NA,NA,NA,62.6100001335144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8865",607010,"14:41:34","1",2014-04-06 14:41:34.348,NA,NA,NA,NA,NA,NA,NA,1.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,14,"Sunday",14,16,FALSE,FALSE,TRUE
"8866",17299,"15:00:00","1",2014-04-06 15:00:00,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,15,"Sunday",14,16,TRUE,FALSE,TRUE
"8867",86,"16:00:00","1",2014-04-06 16:00:00,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,16,"Sunday",14,16,FALSE,FALSE,TRUE
"8868",5727,"16:00:00","1",2014-04-06 16:00:00,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,16,"Sunday",14,16,FALSE,FALSE,TRUE
"8869",11370,"16:00:00","1",2014-04-06 16:00:00,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,16,"Sunday",14,16,FALSE,FALSE,TRUE
"8870",17300,"16:00:00","1",2014-04-06 16:00:00,NA,NA,NA,0.0330578512396694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,16,"Sunday",14,16,FALSE,FALSE,TRUE
"8871",607110,"16:30:00","1",2014-04-06 16:30:00.092,NA,NA,NA,NA,NA,NA,NA,2.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,16,"Sunday",14,16,FALSE,FALSE,TRUE
"8872",42147,"16:30:00","1",2014-04-06 16:30:00.096,NA,NA,NA,NA,82.2710001468658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,16,"Sunday",14,16,FALSE,FALSE,TRUE
"8873",607210,"16:30:02","1",2014-04-06 16:30:02.105,NA,NA,NA,NA,NA,NA,NA,8.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,16,"Sunday",14,16,FALSE,FALSE,TRUE
"8874",607310,"16:30:10","1",2014-04-06 16:30:10.246,NA,NA,NA,NA,NA,NA,NA,2.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-04-06,16,"Sunday",14,16,FALSE,FALSE,TRUE
