"","obs_number","time","ID","date_time","mood","circumplex.arousal","circumplex.valence","activity","screen","call","sms","appCat.builtin","appCat.communication","appCat.entertainment","appCat.finance","appCat.game","appCat.office","appCat.other","appCat.social","appCat.travel","appCat.unknown","appCat.utilities","appCat.weather","date","hour","weekday","week_of_year"
"7658",1032100,"08:10:05","1",2014-03-24 08:10:05.345,NA,NA,NA,NA,NA,NA,NA,10.522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7659",1033100,"08:15:30","1",2014-03-24 08:15:30.855,NA,NA,NA,NA,NA,NA,NA,25.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7660",1034100,"08:16:07","1",2014-03-24 08:16:07.865,NA,NA,NA,NA,NA,NA,NA,4.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7661",1036100,"08:16:28","1",2014-03-24 08:16:28.931,NA,NA,NA,NA,NA,NA,NA,20.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7662",1038100,"08:16:53","1",2014-03-24 08:16:53.095,NA,NA,NA,NA,NA,NA,NA,8.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7663",1040100,"08:17:40","1",2014-03-24 08:17:40.276,NA,NA,NA,NA,NA,NA,NA,2.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7664",1042100,"08:17:59","1",2014-03-24 08:17:59.377,NA,NA,NA,NA,NA,NA,NA,4.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7665",1044100,"08:18:44","1",2014-03-24 08:18:44.73,NA,NA,NA,NA,NA,NA,NA,5.972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7666",1045100,"08:18:57","1",2014-03-24 08:18:57.845,NA,NA,NA,NA,NA,NA,NA,16.076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7667",1047100,"08:19:40","1",2014-03-24 08:19:40.996,NA,NA,NA,NA,NA,NA,NA,7.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7668",1049100,"08:20:01","1",2014-03-24 08:20:01.071,NA,NA,NA,NA,NA,NA,NA,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7669",1051100,"08:25:19","1",2014-03-24 08:25:19.72,NA,NA,NA,NA,NA,NA,NA,3.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7670",1053100,"08:29:27","1",2014-03-24 08:29:27.532,NA,NA,NA,NA,NA,NA,NA,2.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7671",1054100,"08:29:29","1",2014-03-24 08:29:29.549,NA,NA,NA,NA,NA,NA,NA,1.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7672",1055100,"08:29:30","1",2014-03-24 08:29:30.555,NA,NA,NA,NA,NA,NA,NA,2.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7673",1056100,"08:29:32","1",2014-03-24 08:29:32.562,NA,NA,NA,NA,NA,NA,NA,2.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7674",1058100,"08:30:00","1",2014-03-24 08:30:00.698,NA,NA,NA,NA,NA,NA,NA,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7675",1060100,"08:30:08","1",2014-03-24 08:30:08.92,NA,NA,NA,NA,NA,NA,NA,1.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7676",1063100,"08:35:41","1",2014-03-24 08:35:41.775,NA,NA,NA,NA,NA,NA,NA,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7677",1065100,"08:35:48","1",2014-03-24 08:35:48.026,NA,NA,NA,NA,NA,NA,NA,5.075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7678",1067100,"08:37:39","1",2014-03-24 08:37:39.696,NA,NA,NA,NA,NA,NA,NA,2.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7679",1069100,"08:39:14","1",2014-03-24 08:39:14.977,NA,NA,NA,NA,NA,NA,NA,6.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7680",1070100,"08:39:21","1",2014-03-24 08:39:21.013,NA,NA,NA,NA,NA,NA,NA,5.018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7681",1072100,"08:39:56","1",2014-03-24 08:39:56.154,NA,NA,NA,NA,NA,NA,NA,5.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7682",1073100,"08:40:01","1",2014-03-24 08:40:01.181,NA,NA,NA,NA,NA,NA,NA,2.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7683",1074100,"08:40:03","1",2014-03-24 08:40:03.187,NA,NA,NA,NA,NA,NA,NA,7.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7684",1076100,"08:50:01","1",2014-03-24 08:50:01.278,NA,NA,NA,NA,NA,NA,NA,2.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7685",1078100,"08:50:14","1",2014-03-24 08:50:14.322,NA,NA,NA,NA,NA,NA,NA,5.209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7686",1079100,"08:52:08","1",2014-03-24 08:52:08.269,NA,NA,NA,NA,NA,NA,NA,9.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7687",1080100,"08:53:17","1",2014-03-24 08:53:17.249,NA,NA,NA,NA,NA,NA,NA,4.022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7688",1082100,"08:53:29","1",2014-03-24 08:53:29.381,NA,NA,NA,NA,NA,NA,NA,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7689",1084100,"08:57:03","1",2014-03-24 08:57:03.115,NA,NA,NA,NA,NA,NA,NA,2.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7690",1086100,"08:57:10","1",2014-03-24 08:57:10.141,NA,NA,NA,NA,NA,NA,NA,1.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7691",1088100,"08:58:49","1",2014-03-24 08:58:49.921,NA,NA,NA,NA,NA,NA,NA,2.114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,8,"Monday",12
"7692",1101100,"09:36:14","1",2014-03-24 09:36:14.2,NA,NA,NA,NA,NA,NA,NA,14.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,9,"Monday",12
"7693",1102100,"09:36:40","1",2014-03-24 09:36:40.102,NA,NA,NA,NA,NA,NA,NA,4.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,9,"Monday",12
"7694",1103100,"09:36:44","1",2014-03-24 09:36:44.111,NA,NA,NA,NA,NA,NA,NA,1.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,9,"Monday",12
"7695",1107100,"09:43:03","1",2014-03-24 09:43:03.414,NA,NA,NA,NA,NA,NA,NA,1.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,9,"Monday",12
"7696",1111100,"09:54:06","1",2014-03-24 09:54:06.572,NA,NA,NA,NA,NA,NA,NA,1.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,9,"Monday",12
"7697",1117100,"10:00:14","1",2014-03-24 10:00:14.743,NA,NA,NA,NA,NA,NA,NA,3.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,10,"Monday",12
"7698",1141100,"10:39:48","1",2014-03-24 10:39:48.559,NA,NA,NA,NA,NA,NA,NA,2.441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,10,"Monday",12
"7699",1142100,"10:44:52","1",2014-03-24 10:44:52.03,NA,NA,NA,NA,NA,NA,NA,10.192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,10,"Monday",12
"7700",1143100,"10:45:16","1",2014-03-24 10:45:16.979,NA,NA,NA,NA,NA,NA,NA,4.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,10,"Monday",12
"7701",1149100,"10:54:52","1",2014-03-24 10:54:52.476,NA,NA,NA,NA,NA,NA,NA,1.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,10,"Monday",12
"7702",1150100,"10:58:03","1",2014-03-24 10:58:03.805,NA,NA,NA,NA,NA,NA,NA,7.066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,10,"Monday",12
"7703",1151100,"10:58:10","1",2014-03-24 10:58:10.872,NA,NA,NA,NA,NA,NA,NA,4.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,10,"Monday",12
"7704",1153100,"10:59:12","1",2014-03-24 10:59:12.058,NA,NA,NA,NA,NA,NA,NA,1.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,10,"Monday",12
"7705",1154100,"10:59:13","1",2014-03-24 10:59:13.068,NA,NA,NA,NA,NA,NA,NA,1.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,10,"Monday",12
"7706",1155100,"10:59:14","1",2014-03-24 10:59:14.071,NA,NA,NA,NA,NA,NA,NA,1.514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,10,"Monday",12
"7707",1157100,"11:00:04","1",2014-03-24 11:00:04.632,NA,NA,NA,NA,NA,NA,NA,31.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,11,"Monday",12
"7708",1158100,"11:00:57","1",2014-03-24 11:00:57.005,NA,NA,NA,NA,NA,NA,NA,9.753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,11,"Monday",12
"7709",1159100,"11:05:13","1",2014-03-24 11:05:13.927,NA,NA,NA,NA,NA,NA,NA,4.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,11,"Monday",12
"7710",1160100,"11:09:58","1",2014-03-24 11:09:58.329,NA,NA,NA,NA,NA,NA,NA,3.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,11,"Monday",12
"7711",1162100,"11:10:14","1",2014-03-24 11:10:14.615,NA,NA,NA,NA,NA,NA,NA,2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,11,"Monday",12
"7712",1163100,"11:10:16","1",2014-03-24 11:10:16.766,NA,NA,NA,NA,NA,NA,NA,2.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,11,"Monday",12
"7713",1166100,"11:11:34","1",2014-03-24 11:11:34.696,NA,NA,NA,NA,NA,NA,NA,1.617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,11,"Monday",12
"7714",1167100,"11:12:53","1",2014-03-24 11:12:53.98,NA,NA,NA,NA,NA,NA,NA,8.052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,11,"Monday",12
"7715",1169100,"11:13:07","1",2014-03-24 11:13:07.055,NA,NA,NA,NA,NA,NA,NA,1.781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,11,"Monday",12
"7716",1170100,"11:22:19","1",2014-03-24 11:22:19.236,NA,NA,NA,NA,NA,NA,NA,2.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,11,"Monday",12
"7717",1172100,"11:23:31","1",2014-03-24 11:23:31.671,NA,NA,NA,NA,NA,NA,NA,5.216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,11,"Monday",12
"7718",1173100,"11:26:39","1",2014-03-24 11:26:39.072,NA,NA,NA,NA,NA,NA,NA,2.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,11,"Monday",12
"7719",1176100,"11:35:49","1",2014-03-24 11:35:49.334,NA,NA,NA,NA,NA,NA,NA,1.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,11,"Monday",12
"7720",1178100,"11:38:39","1",2014-03-24 11:38:39.062,NA,NA,NA,NA,NA,NA,NA,1.645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,11,"Monday",12
"7721",1179100,"11:39:26","1",2014-03-24 11:39:26.456,NA,NA,NA,NA,NA,NA,NA,6.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,11,"Monday",12
"7722",1181100,"11:40:16","1",2014-03-24 11:40:16.684,NA,NA,NA,NA,NA,NA,NA,1.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,11,"Monday",12
"7723",1182100,"11:40:17","1",2014-03-24 11:40:17.693,NA,NA,NA,NA,NA,NA,NA,4.599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,11,"Monday",12
"7724",1183100,"11:41:47","1",2014-03-24 11:41:47.994,NA,NA,NA,NA,NA,NA,NA,12.904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,11,"Monday",12
"7725",1184100,"11:44:43","1",2014-03-24 11:44:43.25,NA,NA,NA,NA,NA,NA,NA,6.716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,11,"Monday",12
"7726",1185100,"11:45:03","1",2014-03-24 11:45:03.581,NA,NA,NA,NA,NA,NA,NA,6.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,11,"Monday",12
"7727",1193100,"11:49:11","1",2014-03-24 11:49:11.766,NA,NA,NA,NA,NA,NA,NA,1.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,11,"Monday",12
"7728",1195100,"11:49:22","1",2014-03-24 11:49:22.806,NA,NA,NA,NA,NA,NA,NA,5.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,11,"Monday",12
"7729",1199100,"11:49:42","1",2014-03-24 11:49:42.88,NA,NA,NA,NA,NA,NA,NA,9.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,11,"Monday",12
"7730",1212100,"12:11:17","1",2014-03-24 12:11:17.24,NA,NA,NA,NA,NA,NA,NA,4.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,12,"Monday",12
"7731",1214100,"12:12:00","1",2014-03-24 12:12:00.592,NA,NA,NA,NA,NA,NA,NA,1.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,12,"Monday",12
"7732",1215100,"12:12:01","1",2014-03-24 12:12:01.595,NA,NA,NA,NA,NA,NA,NA,1.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,12,"Monday",12
"7733",1216100,"12:12:02","1",2014-03-24 12:12:02.598,NA,NA,NA,NA,NA,NA,NA,5.381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,12,"Monday",12
"7734",1217100,"12:12:14","1",2014-03-24 12:12:14.341,NA,NA,NA,NA,NA,NA,NA,9.239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,12,"Monday",12
"7735",1218100,"12:39:08","1",2014-03-24 12:39:08.137,NA,NA,NA,NA,NA,NA,NA,2.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,12,"Monday",12
"7736",1222100,"12:57:58","1",2014-03-24 12:57:58.69,NA,NA,NA,NA,NA,NA,NA,5.756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,12,"Monday",12
"7737",1223100,"13:00:42","1",2014-03-24 13:00:42.148,NA,NA,NA,NA,NA,NA,NA,7.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,13,"Monday",12
"7738",1224100,"13:06:34","1",2014-03-24 13:06:34.23,NA,NA,NA,NA,NA,NA,NA,3.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,13,"Monday",12
"7739",1227100,"13:12:09","1",2014-03-24 13:12:09.479,NA,NA,NA,NA,NA,NA,NA,5.028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,13,"Monday",12
"7740",1230100,"13:18:39","1",2014-03-24 13:18:39.134,NA,NA,NA,NA,NA,NA,NA,1.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,13,"Monday",12
"7741",1231100,"13:18:40","1",2014-03-24 13:18:40.148,NA,NA,NA,NA,NA,NA,NA,5.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,13,"Monday",12
"7742",1232100,"13:18:45","1",2014-03-24 13:18:45.334,NA,NA,NA,NA,NA,NA,NA,4.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,13,"Monday",12
"7743",1233100,"13:18:49","1",2014-03-24 13:18:49.351,NA,NA,NA,NA,NA,NA,NA,9.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,13,"Monday",12
"7744",1234100,"13:18:58","1",2014-03-24 13:18:58.493,NA,NA,NA,NA,NA,NA,NA,4.981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,13,"Monday",12
"7745",1235100,"13:29:49","1",2014-03-24 13:29:49.523,NA,NA,NA,NA,NA,NA,NA,3.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,13,"Monday",12
"7746",1238100,"13:32:20","1",2014-03-24 13:32:20.305,NA,NA,NA,NA,NA,NA,NA,2.003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,13,"Monday",12
"7747",1245100,"13:54:59","1",2014-03-24 13:54:59.996,NA,NA,NA,NA,NA,NA,NA,1.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,13,"Monday",12
"7748",1246100,"13:57:33","1",2014-03-24 13:57:33.457,NA,NA,NA,NA,NA,NA,NA,1.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,13,"Monday",12
"7749",1247100,"14:02:47","1",2014-03-24 14:02:47.709,NA,NA,NA,NA,NA,NA,NA,5.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,14,"Monday",12
"7750",1248100,"15:18:52","1",2014-03-24 15:18:52.381,NA,NA,NA,NA,NA,NA,NA,9.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,15,"Monday",12
"7751",1249100,"15:24:02","1",2014-03-24 15:24:02.755,NA,NA,NA,NA,NA,NA,NA,2.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,15,"Monday",12
"7752",1251100,"15:24:13","1",2014-03-24 15:24:13.811,NA,NA,NA,NA,NA,NA,NA,6.045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,15,"Monday",12
"7753",1252100,"15:24:19","1",2014-03-24 15:24:19.857,NA,NA,NA,NA,NA,NA,NA,5.078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,15,"Monday",12
"7754",1253100,"15:24:24","1",2014-03-24 15:24:24.938,NA,NA,NA,NA,NA,NA,NA,1.958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,15,"Monday",12
"7755",1254100,"15:24:59","1",2014-03-24 15:24:59.671,NA,NA,NA,NA,NA,NA,NA,3.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,15,"Monday",12
"7756",1255100,"15:25:02","1",2014-03-24 15:25:02.677,NA,NA,NA,NA,NA,NA,NA,1.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,15,"Monday",12
"7757",1256100,"15:25:03","1",2014-03-24 15:25:03.68,NA,NA,NA,NA,NA,NA,NA,5.094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,15,"Monday",12
"7758",1257100,"15:25:08","1",2014-03-24 15:25:08.776,NA,NA,NA,NA,NA,NA,NA,1.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,15,"Monday",12
"7759",1258100,"15:25:54","1",2014-03-24 15:25:54.348,NA,NA,NA,NA,NA,NA,NA,6.246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,15,"Monday",12
"7760",1259100,"15:26:00","1",2014-03-24 15:26:00.599,NA,NA,NA,NA,NA,NA,NA,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,15,"Monday",12
"7761",1260100,"15:26:01","1",2014-03-24 15:26:01.615,NA,NA,NA,NA,NA,NA,NA,1.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,15,"Monday",12
"7762",1261100,"15:26:02","1",2014-03-24 15:26:02.624,NA,NA,NA,NA,NA,NA,NA,8.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,15,"Monday",12
"7763",1262100,"15:26:10","1",2014-03-24 15:26:10.641,NA,NA,NA,NA,NA,NA,NA,7.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,15,"Monday",12
"7764",1263100,"15:26:17","1",2014-03-24 15:26:17.657,NA,NA,NA,NA,NA,NA,NA,2.106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,15,"Monday",12
"7765",1264100,"15:26:51","1",2014-03-24 15:26:51.872,NA,NA,NA,NA,NA,NA,NA,6.081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,15,"Monday",12
"7766",1265100,"15:26:57","1",2014-03-24 15:26:57.957,NA,NA,NA,NA,NA,NA,NA,2.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,15,"Monday",12
"7767",1267100,"15:28:41","1",2014-03-24 15:28:41.009,NA,NA,NA,NA,NA,NA,NA,2.774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,15,"Monday",12
"7768",1268100,"15:28:54","1",2014-03-24 15:28:54.693,NA,NA,NA,NA,NA,NA,NA,1.674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,15,"Monday",12
"7769",1269100,"15:31:25","1",2014-03-24 15:31:25.306,NA,NA,NA,NA,NA,NA,NA,16.226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,15,"Monday",12
"7770",1270100,"16:02:57","1",2014-03-24 16:02:57.441,NA,NA,NA,NA,NA,NA,NA,4.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,16,"Monday",12
"7771",1272100,"16:03:27","1",2014-03-24 16:03:27.539,NA,NA,NA,NA,NA,NA,NA,1.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,16,"Monday",12
"7772",1273100,"16:03:28","1",2014-03-24 16:03:28.589,NA,NA,NA,NA,NA,NA,NA,3.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,16,"Monday",12
"7773",1274100,"16:03:31","1",2014-03-24 16:03:31.604,NA,NA,NA,NA,NA,NA,NA,3.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,16,"Monday",12
"7774",1275100,"16:03:34","1",2014-03-24 16:03:34.615,NA,NA,NA,NA,NA,NA,NA,6.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,16,"Monday",12
"7775",1276100,"16:03:40","1",2014-03-24 16:03:40.651,NA,NA,NA,NA,NA,NA,NA,1.817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,16,"Monday",12
"7776",1277100,"16:03:56","1",2014-03-24 16:03:56.197,NA,NA,NA,NA,NA,NA,NA,2.026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,16,"Monday",12
"7777",1278100,"16:03:58","1",2014-03-24 16:03:58.23,NA,NA,NA,NA,NA,NA,NA,1.001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,16,"Monday",12
"7778",1279100,"16:03:59","1",2014-03-24 16:03:59.233,NA,NA,NA,NA,NA,NA,NA,0.987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,16,"Monday",12
"7779",1280100,"16:07:44","1",2014-03-24 16:07:44.994,NA,NA,NA,NA,NA,NA,NA,1.542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,16,"Monday",12
"7780",1281100,"16:07:47","1",2014-03-24 16:07:47.186,NA,NA,NA,NA,NA,NA,NA,2.004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,16,"Monday",12
"7781",1283100,"16:08:21","1",2014-03-24 16:08:21.364,NA,NA,NA,NA,NA,NA,NA,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,16,"Monday",12
"7782",1284100,"16:08:22","1",2014-03-24 16:08:22.378,NA,NA,NA,NA,NA,NA,NA,5.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,16,"Monday",12
"7783",1285100,"16:08:27","1",2014-03-24 16:08:27.388,NA,NA,NA,NA,NA,NA,NA,2.183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,16,"Monday",12
"7784",1286100,"16:29:08","1",2014-03-24 16:29:08.605,NA,NA,NA,NA,NA,NA,NA,0.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,16,"Monday",12
"7785",1287100,"16:29:10","1",2014-03-24 16:29:10.72,NA,NA,NA,NA,NA,NA,NA,0.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,16,"Monday",12
"7786",1288100,"16:29:12","1",2014-03-24 16:29:12.226,NA,NA,NA,NA,NA,NA,NA,4.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,16,"Monday",12
"7787",1290100,"16:29:46","1",2014-03-24 16:29:46.536,NA,NA,NA,NA,NA,NA,NA,11.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-03-24,16,"Monday",12
